16.660000	16.850000	16.930000	16.980000	17.080000	17.030000
16.850000	16.930000	16.980000	17.080000	17.030000	17.090000
16.930000	16.980000	17.080000	17.030000	17.090000	16.760000
16.980000	17.080000	17.030000	17.090000	16.760000	16.670000
17.080000	17.030000	17.090000	16.760000	16.670000	16.720000
17.030000	17.090000	16.760000	16.670000	16.720000	16.860000
17.090000	16.760000	16.670000	16.720000	16.860000	16.850000
16.760000	16.670000	16.720000	16.860000	16.850000	16.870000
16.670000	16.720000	16.860000	16.850000	16.870000	16.900000
16.720000	16.860000	16.850000	16.870000	16.900000	16.920000
16.860000	16.850000	16.870000	16.900000	16.920000	16.860000
16.850000	16.870000	16.900000	16.920000	16.860000	16.740000
16.870000	16.900000	16.920000	16.860000	16.740000	16.730000
16.900000	16.920000	16.860000	16.740000	16.730000	16.820000
16.920000	16.860000	16.740000	16.730000	16.820000	17.020000
16.860000	16.740000	16.730000	16.820000	17.020000	17.050000
16.740000	16.730000	16.820000	17.020000	17.050000	17.050000
16.730000	16.820000	17.020000	17.050000	17.050000	17.230000
16.820000	17.020000	17.050000	17.050000	17.230000	17.290000
17.020000	17.050000	17.050000	17.230000	17.290000	17.320000
16.867000	16.886500	16.896500	16.911500	16.927000	16.939000
16.884429	16.919214	16.933976	16.950405	16.955857	16.964810
16.917340	16.954527	16.970740	16.977033	16.980061	16.994828
16.952832	16.989334	16.995432	16.999220	17.008627	17.018177
16.987800	17.012255	17.015867	17.025961	17.030662	17.022161
17.010867	17.031088	17.041022	17.046346	17.033456	17.025764
17.029832	17.054794	17.059973	17.047646	17.035984	17.022358
17.053657	17.072432	17.059975	17.048823	17.031605	17.034515
17.071404	17.071248	17.059978	17.043221	17.042881	17.050275
17.070318	17.070177	17.053313	17.053390	17.057844	17.061677
17.069335	17.062541	17.062521	17.067353	17.068526	17.075803
17.061780	17.070870	17.075615	17.077129	17.082000	17.095251
17.070182	17.083169	17.084604	17.089783	17.100857	17.112846
17.082545	17.091438	17.096546	17.107899	17.117918	17.123051
17.090874	17.102730	17.114018	17.124290	17.127640	17.134189
17.102220	17.119613	17.129826	17.133405	17.138341	17.143314
17.119151	17.134888	17.138414	17.143557	17.147070	17.157284
17.134470	17.142994	17.148089	17.151790	17.160683	17.172781
17.142616	17.152232	17.155890	17.164952	17.175856	17.175373
17.151890	17.159639	17.168662	17.179719	17.178155	17.176766
17.159329	17.172054	17.183075	17.181650	17.179283	17.166598
17.171774	17.186144	17.184687	17.182446	17.168875	17.159303
17.185891	17.187464	17.185193	17.171736	17.161364	17.155560
17.187235	17.187705	17.174222	17.163952	17.157424	17.164554
17.187498	17.176495	17.166201	17.159766	17.166241	17.191739
17.176308	17.168258	17.161801	17.168360	17.193266	17.220145
17.168088	17.163662	17.170201	17.195183	17.221526	17.242036
17.163508	17.171884	17.196848	17.223261	17.243285	17.260890
17.171745	17.198372	17.224768	17.244855	17.262020	17.278900
17.198246	17.226146	17.246218	17.263440	17.279923	17.304719
17.226032	17.247465	17.264674	17.281208	17.305645	17.329032
17.247362	17.265802	17.282324	17.306807	17.329869	17.351029
17.265709	17.283345	17.307817	17.330921	17.351786	17.361407
17.283260	17.308740	17.331834	17.352738	17.362092	17.377463
17.308664	17.332670	17.353564	17.362953	17.378083	17.383419
17.332601	17.354320	17.363701	17.378862	17.383980	17.375475
17.354258	17.364385	17.379539	17.384685	17.375982	17.367334
17.364329	17.380158	17.385297	17.376620	17.367793	17.382826
17.380107	17.385857	17.377174	17.368370	17.383242	17.398747
17.385811	17.377680	17.368871	17.383764	17.399123	17.420772
17.377638	17.369330	17.384217	17.399596	17.421112	17.454984
17.369292	17.384632	17.400006	17.421539	17.455291	17.492604
17.384597	17.400381	17.421910	17.455678	17.492883	17.517118
17.400350	17.422250	17.456014	17.493232	17.517370	17.557393
17.422222	17.456321	17.493536	17.517687	17.557621	17.597641
17.456296	17.493814	17.517961	17.557907	17.597847	17.632151
17.493791	17.518213	17.558156	17.598106	17.632338	17.655756
17.518192	17.558383	17.598331	17.632572	17.655925	17.691398
17.558364	17.598537	17.632776	17.656137	17.691551	17.725551
17.598520	17.632962	17.656321	17.691743	17.725689	17.745022
17.632947	17.656490	17.691910	17.725863	17.745147	17.765496
17.656476	17.692062	17.726013	17.745304	17.765609	17.771639
17.692049	17.726151	17.745441	17.765751	17.771742	17.777198
17.726140	17.745565	17.765875	17.771870	17.777290	17.775560
17.745555	17.765988	17.771982	17.777407	17.775644	17.783602
17.765978	17.772084	17.777508	17.775749	17.783677	17.800402
17.772076	17.777600	17.775840	17.783773	17.800470	17.840363
17.777592	17.775924	17.783855	17.800556	17.840425	17.866043
17.775917	17.783931	17.800631	17.840503	17.866099	17.904515
17.783925	17.800700	17.840571	17.866170	17.904566	17.925037
17.800694	17.840633	17.866231	17.904630	17.925083	17.953129
17.840628	17.866287	17.904685	17.925141	17.953171	17.983307
17.866282	17.904736	17.925191	17.953223	17.983345	18.010611
17.904732	17.925237	17.953268	17.983392	18.010645	18.037220
17.925233	17.953310	17.983433	18.010688	18.037251	18.061294
17.953306	17.983471	18.010725	18.037289	18.061322	18.072599
17.983468	18.010759	18.037323	18.061357	18.072625	18.090447
18.010756	18.037354	18.061387	18.072656	18.090470	18.123738
18.037351	18.061415	18.072684	18.090499	18.123758	18.161477
18.061413	18.072709	18.090523	18.123784	18.161496	18.199432
18.072707	18.090546	18.123807	18.161519	18.199449	18.245200
18.090544	18.123828	18.161540	18.199470	18.245215	18.278991
18.123826	18.161558	18.199488	18.245235	18.279004	18.320039
18.161557	18.199505	18.245251	18.279022	18.320052	18.355273
18.199504	18.245266	18.279037	18.320067	18.355285	18.387152
18.245265	18.279051	18.320081	18.355299	18.387162	18.414090
18.279049	18.320093	18.355311	18.387175	18.414099	18.443224
18.320092	18.355323	18.387186	18.414111	18.443233	18.475298
18.355322	18.387197	18.414121	18.443243	18.475306	18.503365
18.387196	18.414130	18.443252	18.475315	18.503372	18.530664
18.414130	18.443261	18.475324	18.503381	18.530670	18.537267
18.443260	18.475331	18.503388	18.530678	18.537273	18.569908
18.475331	18.503395	18.530684	18.537280	18.569913	18.604203
18.503394	18.530691	18.537286	18.569920	18.604207	18.655231
18.530690	18.537291	18.569925	18.604213	18.655235	18.712828
18.537291	18.569930	18.604218	18.655240	18.712832	18.778273
18.569930	18.604223	18.655245	18.712837	18.778276	18.823199
18.604222	18.655249	18.712841	18.778281	18.823203	18.838133
18.655249	18.712844	18.778284	18.823206	18.838136	18.846882
18.712844	18.778288	18.823210	18.838139	18.846885	18.858608
18.778288	18.823213	18.838142	18.846888	18.858610	18.864454
18.823213	18.838145	18.846891	18.858613	18.864457	18.861173
18.838145	18.846893	18.858615	18.864459	18.861175	18.874395
18.846893	18.858618	18.864461	18.861177	18.874396	18.901595
18.858617	18.864463	18.861179	18.874399	18.901597	18.924300
18.864463	18.861181	18.874400	18.901599	18.924302	18.846748
18.861181	18.874402	18.901600	18.924304	18.846749	18.757534
18.874402	18.901602	18.924305	18.846751	18.757535	18.695864
18.901602	18.924306	18.846752	18.757536	18.695865	18.576258
18.924306	18.846753	18.757538	18.695866	18.576259	18.491852
18.846753	18.757539	18.695867	18.576260	18.491853	18.410724
18.757539	18.695868	18.576261	18.491854	18.410724	18.353512
18.695868	18.576262	18.491855	18.410725	18.353513	18.311273
18.576262	18.491856	18.410726	18.353513	18.311273	18.250199
18.491856	18.410727	18.353514	18.311274	18.250200	18.187323
18.410727	18.353515	18.311275	18.250200	18.187323	18.104721
18.353515	18.311275	18.250201	18.187324	18.104721	17.987128
18.311275	18.250201	18.187325	18.104722	17.987129	17.863592
18.250201	18.187325	18.104722	17.987129	17.863593	17.768964
18.187325	18.104723	17.987130	17.863593	17.768965	17.665254
18.104723	17.987130	17.863594	17.768965	17.665254	17.607610
17.987130	17.863594	17.768966	17.665254	17.607611	17.584028
17.863594	17.768966	17.665255	17.607611	17.584029	17.586502
17.768966	17.665255	17.607611	17.584029	17.586502	17.586835
17.665255	17.607612	17.584029	17.586502	17.586835	17.576660
17.607612	17.584029	17.586503	17.586836	17.576660	17.543645
17.584029	17.586503	17.586836	17.576661	17.543645	17.517584
17.586503	17.586836	17.576661	17.543645	17.517584	17.515909
17.586836	17.576661	17.543646	17.517584	17.515909	17.532489
17.576661	17.543646	17.517584	17.515909	17.532489	17.561776
17.543646	17.517584	17.515909	17.532489	17.561776	17.605416
17.517584	17.515910	17.532489	17.561776	17.605416	17.638234
17.515910	17.532490	17.561776	17.605416	17.638234	17.671735
17.532490	17.561776	17.605417	17.638234	17.671735	17.716332
17.561776	17.605417	17.638234	17.671735	17.716332	17.782396
17.605417	17.638234	17.671736	17.716332	17.782396	17.846929
17.638234	17.671736	17.716332	17.782396	17.846929	17.919603
17.671736	17.716332	17.782396	17.846929	17.919603	17.972974
17.716332	17.782396	17.846930	17.919603	17.972974	18.002214
17.782396	17.846930	17.919603	17.972974	18.002214	18.029623
17.846930	17.919603	17.972974	18.002215	18.029623	18.057278
17.919603	17.972974	18.002215	18.029623	18.057278	18.084204
17.972974	18.002215	18.029623	18.057278	18.084204	18.127613
18.002215	18.029623	18.057278	18.084204	18.127613	18.180221
18.029623	18.057278	18.084204	18.127613	18.180221	18.229724
18.057278	18.084204	18.127613	18.180221	18.229724	18.272607
18.084204	18.127613	18.180221	18.229724	18.272607	18.324740
18.127613	18.180221	18.229724	18.272607	18.324740	18.369050
18.180221	18.229724	18.272607	18.324740	18.369050	18.385331
18.229724	18.272607	18.324740	18.369050	18.385331	18.399109
18.272607	18.324740	18.369050	18.385331	18.399109	18.412527
18.324740	18.369050	18.385331	18.399109	18.412527	18.414191
18.369050	18.385331	18.399109	18.412527	18.414191	18.414745
18.385331	18.399109	18.412527	18.414192	18.414745	18.427626
18.399109	18.412527	18.414192	18.414745	18.427626	18.451662
18.412527	18.414192	18.414745	18.427626	18.451662	18.460075
18.414192	18.414745	18.427626	18.451662	18.460075	18.472449
18.414745	18.427626	18.451662	18.460075	18.472449	18.498882
18.427626	18.451662	18.460075	18.472449	18.498882	18.509465
18.451662	18.460075	18.472449	18.498882	18.509465	18.543802
18.460075	18.472449	18.498882	18.509465	18.543802	18.595820
18.472449	18.498882	18.509465	18.543802	18.595820	18.651457
18.498882	18.509465	18.543802	18.595820	18.651457	18.712270
18.509465	18.543802	18.595820	18.651457	18.712270	18.774911
18.543802	18.595820	18.651457	18.712270	18.774911	18.825872
18.595820	18.651457	18.712270	18.774911	18.825872	18.862456
18.651457	18.712270	18.774911	18.825872	18.862456	18.910793
18.712270	18.774911	18.825872	18.862456	18.910793	18.961194
18.774911	18.825872	18.862456	18.910793	18.961194	19.004890
18.825872	18.862456	18.910793	18.961194	19.004890	19.017757
18.862456	18.910793	18.961194	19.004890	19.017757	19.055114
18.910793	18.961194	19.004890	19.017757	19.055114	19.089865
18.961194	19.004890	19.017757	19.055114	19.089865	19.124163
19.004890	19.017757	19.055114	19.089865	19.124163	19.178053
19.017757	19.055114	19.089865	19.124163	19.178053	19.223952
19.055114	19.089865	19.124163	19.178053	19.223952	19.297862
19.089865	19.124163	19.178053	19.223952	19.297862	19.354256
19.124163	19.178053	19.223952	19.297862	19.354256	19.427184
19.178053	19.223952	19.297862	19.354256	19.427184	19.481738
19.223952	19.297862	19.354256	19.427184	19.481738	19.510144
19.297862	19.354256	19.427184	19.481738	19.510144	19.543463
19.354256	19.427184	19.481738	19.510144	19.543463	19.572657
19.427184	19.481738	19.510144	19.543463	19.572657	19.585738
19.481738	19.510144	19.543463	19.572657	19.585738	19.614715
19.510144	19.543463	19.572657	19.585738	19.614715	19.652361
19.543463	19.572657	19.585738	19.614715	19.652361	19.687374
19.572657	19.585738	19.614715	19.652361	19.687374	19.713339
19.585738	19.614715	19.652361	19.687374	19.713339	19.736830
19.614715	19.652361	19.687374	19.713339	19.736830	19.769513
19.652361	19.687374	19.713339	19.736830	19.769513	19.796226
19.687374	19.713339	19.736830	19.769513	19.796226	19.778490
19.713339	19.736830	19.769513	19.796226	19.778490	19.777682
19.736830	19.769513	19.796226	19.778490	19.777682	19.761712
19.769513	19.796226	19.778490	19.777682	19.761712	19.739644
19.796226	19.778490	19.777682	19.761712	19.739644	19.722535
19.778490	19.777682	19.761712	19.739644	19.722535	19.723246
19.777682	19.761712	19.739644	19.722535	19.723246	19.735318
19.761712	19.739644	19.722535	19.723246	19.735318	19.699573
19.739644	19.722535	19.723246	19.735318	19.699573	19.686281
19.722535	19.723246	19.735318	19.699573	19.686281	19.696159
19.723246	19.735318	19.699573	19.686281	19.696159	19.719382
19.735318	19.699573	19.686281	19.696159	19.719382	19.747060
19.699573	19.686281	19.696159	19.719382	19.747060	19.757816
19.686281	19.696159	19.719382	19.747060	19.757816	19.763738
19.696159	19.719382	19.747060	19.757816	19.763738	19.759573
19.719382	19.747060	19.757816	19.763738	19.759573	19.769137
19.747060	19.757816	19.763738	19.759573	19.769137	19.784457
19.757816	19.763738	19.759573	19.769137	19.784457	19.793557
19.763738	19.759573	19.769137	19.784457	19.793557	19.828456
19.759573	19.769137	19.784457	19.793557	19.828456	19.875270
19.769137	19.784457	19.793557	19.828456	19.875270	19.904292
19.784457	19.793557	19.828456	19.875270	19.904292	19.871502
19.793557	19.828456	19.875270	19.904292	19.871502	19.823740
19.828456	19.875270	19.904292	19.871502	19.823740	19.793860
19.875270	19.904292	19.871502	19.823740	19.793860	19.781111
19.904292	19.871502	19.823740	19.793860	19.781111	19.706720
19.871502	19.823740	19.793860	19.781111	19.706720	19.668937
19.823740	19.793860	19.781111	19.706720	19.668937	19.648086
19.793860	19.781111	19.706720	19.668937	19.648086	19.624459
19.781111	19.706720	19.668937	19.648086	19.624459	19.603082
19.706720	19.668937	19.648086	19.624459	19.603082	19.614217
19.668937	19.648086	19.624459	19.603082	19.614217	19.620482
19.648086	19.624459	19.603082	19.614217	19.620482	19.625198
19.624459	19.603082	19.614217	19.620482	19.625198	19.606608
19.603082	19.614217	19.620482	19.625198	19.606608	19.580264
19.614217	19.620482	19.625198	19.606608	19.580264	19.605953
19.620482	19.625198	19.606608	19.580264	19.605953	19.639672
19.625198	19.606608	19.580264	19.605953	19.639672	19.671132
19.606608	19.580264	19.605953	19.639672	19.671132	19.700548
19.580264	19.605953	19.639672	19.671132	19.700548	19.735734
19.605953	19.639672	19.671132	19.700548	19.735734	19.753283
19.639672	19.671132	19.700548	19.735734	19.753283	19.805351
19.671132	19.700548	19.735734	19.753283	19.805351	19.860080
19.700548	19.735734	19.753283	19.805351	19.860080	19.914358
19.735734	19.753283	19.805351	19.860080	19.914358	19.995847
19.753283	19.805351	19.860080	19.914358	19.995847	20.061957
19.805351	19.860080	19.914358	19.995847	20.061957	20.138914
19.860080	19.914358	19.995847	20.061957	20.138914	20.208541
19.914358	19.995847	20.061957	20.138914	20.208541	20.283918
