5.482247,3.036508,0.607064,-1.777291,-5.160283
3.036508,0.607064,-1.777291,-5.160283,2.520319
0.607064,-1.777291,-5.160283,2.520319,-1.906947
-1.777291,-5.160283,2.520319,-1.906947,0.901739
-5.160283,2.520319,-1.906947,0.901739,0.951719
2.520319,-1.906947,0.901739,0.951719,5.495515
-1.906947,0.901739,0.951719,5.495515,-0.588488
0.901739,0.951719,5.495515,-0.588488,1.304535
0.951719,5.495515,-0.588488,1.304535,-1.569094
5.495515,-0.588488,1.304535,-1.569094,-0.593664
-0.588488,1.304535,-1.569094,-0.593664,0.519798
1.304535,-1.569094,-0.593664,0.519798,-0.165035
-1.569094,-0.593664,0.519798,-0.165035,-1.102050
-0.593664,0.519798,-0.165035,-1.102050,0.702027
0.519798,-0.165035,-1.102050,0.702027,0.575414
-0.165035,-1.102050,0.702027,0.575414,-1.859393
-1.102050,0.702027,0.575414,-1.859393,-0.426008
0.702027,0.575414,-1.859393,-0.426008,0.821886
0.575414,-1.859393,-0.426008,0.821886,-1.496373
-1.859393,-0.426008,0.821886,-1.496373,-1.383058
-0.426008,0.821886,-1.496373,-1.383058,-1.230028
0.821886,-1.496373,-1.383058,-1.230028,-0.861269
-1.496373,-1.383058,-1.230028,-0.861269,0.692654
-1.383058,-1.230028,-0.861269,0.692654,1.049318
-1.230028,-0.861269,0.692654,1.049318,0.749971
-0.861269,0.692654,1.049318,0.749971,1.019235
0.692654,1.049318,0.749971,1.019235,0.510146
1.049318,0.749971,1.019235,0.510146,0.383490
0.749971,1.019235,0.510146,0.383490,1.314608
1.019235,0.510146,0.383490,1.314608,-0.831762
0.182599,0.027434,-0.060113,-0.036841,-0.004137
0.195577,0.110742,-0.110656,-0.047535,-0.027150
0.268120,0.049005,-0.116541,-0.067713,-0.032668
0.195965,0.032753,-0.132220,-0.070606,-0.026194
0.170134,0.007402,-0.130944,-0.061687,-0.013592
0.135838,-0.000335,-0.118147,-0.046801,0.001830
0.119791,0.004042,-0.099636,-0.029241,0.147804
0.116419,0.014670,-0.078681,0.118658,0.197513
0.119800,0.028239,0.072266,0.170266,0.148881
0.126582,0.172268,0.126891,0.123475,0.152759
0.264374,0.220284,0.083028,0.129031,0.248680
0.306340,0.170205,0.091252,0.226478,0.275883
0.250488,0.172669,0.191120,0.255157,0.273093
0.247644,0.267156,0.222146,0.253763,0.307642
0.337240,0.293090,0.222972,0.289598,0.259057
0.358494,0.289147,0.260854,0.242249,0.258732
0.350148,0.322582,0.215473,0.243051,0.327851
0.379501,0.273034,0.218070,0.313201,0.313418
0.326081,0.271772,0.289858,0.299764,0.360535
0.321260,0.339961,0.278007,0.347791,0.254646
0.386163,0.324719,0.327481,0.242795,0.262767
0.367786,0.371040,0.223910,0.251707,0.224210
0.411216,0.264507,0.234084,0.213901,0.119463
0.301911,0.271962,0.197472,0.109863,-0.030195
0.306862,0.232810,0.094566,-0.039136,-0.068578
0.265357,0.127546,-0.053381,-0.076937,0.010246
0.157889,-0.022569,-0.090255,0.002408,-0.020326
0.005737,-0.061424,-0.010080,-0.027652,-0.012060
-0.034950,0.016908,-0.039325,-0.018916,0.045762
0.041709,-0.014082,-0.029839,0.039341,0.119270
0.009108,-0.006222,0.029108,0.113257,0.090602
0.015477,0.051204,0.103673,0.084987,0.108956
0.071515,0.124333,0.076038,0.103706,0.099038
0.143339,0.095342,0.095340,0.094134,0.156930
0.113094,0.113381,0.086317,0.152341,0.158316
0.129974,0.103175,0.145027,0.154030,-0.015666
0.118679,0.160781,0.147199,-0.019654,-0.033289
0.175279,0.161913,-0.026010,-0.037019,-0.029769
0.175454,-0.012268,-0.042963,-0.033260,0.024618
0.000356,-0.030106,-0.038823,0.021348,0.064438
-0.018298,-0.026792,0.016136,0.061377,0.138186
-0.015742,0.027394,0.056499,0.135320,0.155263
0.037740,0.067028,0.130751,0.152584,0.123009
0.076708,0.140595,0.148315,0.120510,0.119050
0.149651,0.157511,0.116525,0.116715,0.142105
0.165972,0.125114,0.112992,0.139922,0.159462
0.133014,0.121017,0.136442,0.157422,0.172870
0.128397,0.143940,0.154169,0.170965,0.187379
0.150838,0.161174,0.167926,0.185598,0.196083
0.167618,0.174468,0.182760,0.194421,0.185110
